# BRT/DD trace points for Dune dedicated-server build 1988751.
# build_id=6f8ca9ee5f3420c0b4c1ef7cefb412347bcba04b
# pristine_sha256=f23e19cb7a6dae5c147cf754c8a52bafd35522ace5e8169e82470da16e55cd20
# patched_sha256=9a5fa936ab0fea8ed3f8a7091305ac121349c4ec1e5888a01e6ece1f11f3c7de
#
# Format:
#   profile name image_offset
#
# These are image/file-relative offsets proven from the 1988751 binary. They are
# not a full BRT call graph.
#
# RPC proof:
# - ServerRequestBaseBackup string at 0x5a553f9 relocates into metadata table
#   slot 0x15214210.
# - The adjacent native exec thunk is 0xd1093f0.
# - The thunk dispatches through UBuildingReplicationComponent vtable offset
#   0x588; the relocation-applied vtable entry at 0x15214a18 is 0xd109ff0.
#
# Hotbar/action proof:
# - The hotbar profile uses current-build function entries that precede mutated
#   decision bytes, so tracefs uprobes do not overwrite runtime canary patches.
hotbar brt_action_failreason_entry 0xe04e0d3
hotbar brt_action_state_entry 0xe04e9c0
hotbar brt_action_canuse_entry 0xe04eb90
hotbar brt_rpc_exec_server_request_basebackup 0xd1093f0
hotbar brt_rpc_impl_server_request_basebackup 0xd109ff0
hotbar brt_rpc_async_handler_entry 0xd202ad0
hotbar brt_rpc_async_handler_args 0xd202ad0 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
hotbar brt_rpc_request_handler_entry 0xd202c00
hotbar brt_rpc_request_handler_args 0xd202c00 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
hotbar brt_rpc_request_mode_branch 0xd202c45
hotbar brt_rpc_request_immediate_path 0xd202c49
hotbar brt_rpc_request_immediate_path_args 0xd202c49 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
hotbar brt_rpc_request_placeable_load_path 0xd202ca7
hotbar brt_rpc_request_placeable_load_path_args 0xd202ca7 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
hotbar brt_rpc_request_schedule_load_place 0xd202d3c
hotbar brt_rpc_request_schedule_load_place_args 0xd202d3c rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
hotbar brt_rpc_load_place_callback_entry 0xd202d80
hotbar perform_can_be_placed_entry 0xcfc5440
backup brt_component_input_bool_entry 0xd076410
backup brt_component_state_entry 0xd078070
backup brt_component_internal_state_entry 0xd0782f0
backup brt_component_internal_state_context_ok 0xd078370
backup brt_component_status_backup_builder_a 0xd078800
backup brt_component_status_backup_builder_b 0xd078a40
backup brt_component_status_backup_blocked 0xd078c60
backup brt_component_status_backup_commit 0xd078d40
backup brt_component_can_backup_call_a 0xd079290
backup brt_component_can_backup_call_b 0xd079370
backup brt_component_can_backup_blueprint_entry 0xd081230
backup brt_component_can_backup_blueprint_args 0xd081230 rdi=%di:x64 rsi=%si:x64 selected=+0x350(%si):x64 selected_count=+0x358(%si):u32 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
backup brt_component_can_backup_blueprint_context_check 0xd08124a
backup brt_component_can_backup_blueprint_selected_check 0xd081279
backup brt_component_can_backup_blueprint_selected_invalid 0xd081294
backup brt_component_can_backup_blueprint_selected_valid 0xd081404
backup brt_component_can_backup_blueprint_status_text_a 0xd081308
backup brt_component_can_backup_blueprint_status_text_a_args 0xd081308 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
backup brt_component_can_backup_blueprint_status_text_b 0xd081490
backup brt_component_can_backup_blueprint_status_text_b_args 0xd081490 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
backup brt_component_can_backup_blueprint_status_text_c 0xd0817a5
backup brt_component_can_backup_blueprint_status_text_c_args 0xd0817a5 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
backup brt_component_can_backup_blueprint_status_text_d 0xd081885
backup brt_component_can_backup_blueprint_status_text_d_args 0xd081885 rdi=%di:x64 rsi=%si:x64 rdx=%dx:x64 rcx=%cx:x64 r8=%r8:x64 r9=%r9:x64
backup brt_component_can_backup_blueprint_valid_owner_check 0xd081071
backup brt_component_can_backup_blueprint_prompt_path 0xd0810f2
backup brt_component_can_backup_blueprint_success_path 0xd081195
backup brt_component_can_backup_blueprint_failure_path 0xd08121a
backup brt_component_activate_entry 0xd079f80
backup brt_component_status_finalize 0xd07a183
backup brt_component_set_status_a 0xd07a310
backup brt_component_set_status_b 0xd07a580
backup brt_component_use_entry 0xd080050
